ID_PER,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_16_1,P5_16_3,P5_11_01,P5_26,P5_1,P5_2_1,P5_2_4,P6_1,P6_3,P6_4_1,P6_4_2,P6_13,P6_14_1,P6_14_2,P6_14_3,P6_15,P7_37,P7_38,P7_40_1,P7_40_2,P7_40_3,P7_40_4,P7_40_5,P7_40_6,P7_1,P7_2,P7_9,P7_35,P7_36,P8_9_12,P10_7,P10_5_1,P10_5_2,P10_5_3,P10_5_4,P10_1,P10_3,P10_6,P10_8
2753.1360,4,3,4,3,1,2,0,4,2,1,1,1,2,1,2,3,2,2,1,1,4,3,1,2,1,1,2,2,1,14,1,1,2,1,4,1,1,1,1,2,1,2,2
2756.0362,4,4,4,4,3,3,0,4,2,1,2,1,2,1,1,3,2,2,1,2,3,3,2,2,2,2,2,2,1,20,1,1,2,2,4,2,2,2,2,1,2,1,1
2762.5824,4,1,3,1,1,1,0,3,1,1,1,5,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,16,1,2,1,2,4,1,2,1,2,2,1,1,2
2763.4640,1,2,2,3,1,1,0,1,1,1,2,4,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,1,12,2,1,1,2,4,1,1,2,2,2,1,2,2
2763.7357,2,1,3,3,1,1,0,3,1,1,2,4,2,2,1,2,1,1,1,2,3,3,1,2,2,1,1,1,2,18,1,1,1,2,4,2,2,2,2,2,1,1,2
2777.3169,2,1,2,4,1,1,0,2,2,1,2,23,1,1,2,3,2,2,1,2,3,4,1,2,2,2,2,2,2,12,1,1,1,2,4,2,2,2,2,2,2,1,2
2780.5094,4,4,4,4,1,1,0,4,1,1,1,4,2,1,1,3,2,2,1,2,4,4,1,2,2,2,2,2,2,24,2,1,2,2,4,1,1,2,1,2,2,1,2
2780.5701,4,3,2,1,1,1,0,2,1,1,1,1,2,1,1,3,1,1,2,2,2,4,1,2,2,2,2,2,2,20,2,1,1,2,4,1,1,1,2,2,2,1,2
2786.5851,1,2,2,2,1,1,0,2,1,1,1,0,2,2,1,3,1,2,2,2,2,3,2,2,2,1,1,1,2,18,1,1,2,1,4,1,3,2,2,2,2,2,2
2796.6355,4,3,3,4,2,1,0,3,1,1,1,4,2,1,1,3,2,2,2,2,4,4,1,2,2,2,2,2,2,20,1,1,1,2,4,2,2,2,2,2,2,1,2
2807.6362,1,2,2,2,3,1,1,2,2,1,1,5,2,1,1,3,2,1,2,2,2,3,2,1,2,2,2,2,2,12,1,1,1,2,4,1,2,2,1,2,2,1,2
2812.9603,3,4,4,4,2,1,0,4,2,1,1,5,2,1,2,3,2,2,1,2,4,3,1,2,2,2,2,2,1,16,1,1,1,2,4,2,2,2,2,2,2,2,2
2830.2241,1,4,4,4,1,1,0,2,1,1,1,6,2,2,2,3,2,2,1,1,3,3,1,2,2,2,2,2,1,24,1,1,1,2,4,1,2,2,1,2,2,2,1
2842.5614,1,1,1,1,1,1,0,4,2,1,1,2,2,1,2,3,1,1,2,2,4,4,1,2,2,2,2,2,1,12,2,1,1,2,4,1,1,1,2,2,2,2,2
2843.3461,3,1,2,1,1,1,0,3,2,1,1,13,1,1,1,3,1,2,1,2,4,4,1,2,2,2,2,2,2,18,1,1,1,1,4,1,2,2,2,2,2,2,1
2856.8558,4,4,3,1,1,1,1,4,2,1,2,6,2,1,2,3,2,2,1,2,2,3,1,2,2,1,2,2,1,20,2,1,2,2,4,2,2,2,1,2,1,2,2
2861.3497,1,2,2,3,2,1,0,4,1,1,1,17,1,1,2,3,1,2,1,2,4,4,1,2,2,2,2,2,2,15,1,1,1,2,4,2,2,2,2,2,2,2,2
2864.1454,3,1,2,3,2,1,0,1,2,1,1,18,1,1,2,3,2,1,2,2,3,4,2,2,2,1,2,2,2,10,1,1,1,2,4,1,2,2,2,1,2,1,2
2864.8707,1,1,1,1,1,1,0,2,2,1,1,2,2,2,2,2,2,2,1,2,4,3,1,2,2,2,2,2,1,10,1,1,1,2,4,1,2,1,2,2,1,1,2
2872.3323,4,3,1,1,1,1,0,4,2,1,2,4,2,2,1,3,2,2,2,2,3,3,1,2,2,2,2,2,1,24,1,1,1,2,4,1,1,1,1,2,2,1,2
2883.2648,3,2,4,4,1,2,0,4,1,1,1,17,1,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,2,12,1,2,1,2,4,2,2,2,2,2,1,1,1
2901.7477,1,1,1,1,1,1,0,4,2,1,2,5,2,1,1,3,2,2,1,2,2,3,2,2,1,2,2,2,2,12,1,2,2,2,4,1,2,2,1,2,2,1,2
2904.0536,1,1,1,4,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,4,4,1,2,2,2,2,2,2,20,1,1,1,2,4,2,2,2,2,2,2,1,2
2906.5514,4,3,2,3,3,1,0,3,2,1,2,4,2,1,1,3,1,2,1,2,4,4,1,2,2,1,2,2,2,12,1,1,2,2,4,1,1,2,2,2,2,2,1
2910.6510,4,3,3,3,2,1,0,4,1,1,2,3,2,2,2,2,2,2,1,2,4,4,2,2,2,2,2,2,2,12,1,1,1,1,4,1,2,2,1,2,1,2,1
2910.6837,1,2,2,2,1,1,0,4,1,1,1,12,2,1,2,3,1,2,1,2,4,2,1,2,2,2,2,2,1,20,1,1,1,2,4,1,2,2,2,2,1,1,2
2913.9256,2,1,1,1,1,1,0,4,2,1,1,4,2,1,2,3,2,2,1,2,3,2,1,1,1,1,2,2,1,22,1,2,2,1,4,1,2,2,2,2,1,1,2
2914.4080,1,3,1,3,1,1,0,4,1,1,2,5,2,1,1,3,1,2,1,2,4,4,1,2,1,2,2,2,2,15,1,1,2,2,4,2,2,2,2,2,2,1,1
2915.9484,1,1,3,3,2,1,0,2,1,1,2,86,1,1,1,3,1,1,2,2,3,3,1,2,2,2,2,2,2,16,2,1,1,2,4,1,2,2,2,2,1,1,1
2918.6851,4,4,3,4,2,1,0,4,2,1,2,6,2,1,1,3,2,2,1,2,1,1,1,1,1,1,2,1,1,16,1,2,2,2,4,1,1,2,1,2,2,2,2
2931.8675,1,1,1,1,1,1,0,4,2,1,1,6,2,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,1,20,1,2,2,2,3,2,2,1,2,2,1,2,2
2932.7396,4,1,1,1,2,1,1,4,1,1,2,1,2,1,1,2,2,2,1,2,4,4,1,2,2,2,2,2,2,24,1,2,2,2,4,1,1,2,2,1,2,2,2
2939.8001,1,3,3,3,2,1,0,3,1,1,1,4,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,20,2,1,1,2,4,1,2,2,2,2,2,2,1
2942.4366,2,2,2,2,2,1,0,4,1,1,1,7,2,1,1,3,1,1,2,2,3,4,1,2,2,2,2,2,2,12,1,1,1,2,4,1,2,1,2,2,1,1,2
2948.0990,1,3,3,3,2,1,0,4,2,1,2,4,2,1,1,3,2,2,1,2,4,4,1,2,2,1,2,2,1,14,1,1,2,1,4,2,2,2,2,2,1,2,2
2951.3132,2,2,4,3,2,1,0,4,1,1,1,0,2,1,1,3,2,2,1,1,3,4,2,2,2,2,2,2,1,20,1,1,1,1,4,1,1,1,2,2,2,2,2
2961.9085,2,2,3,3,2,3,0,3,2,2,1,0,2,1,2,3,1,1,1,2,4,4,2,2,2,2,2,2,1,12,1,1,1,2,4,2,2,2,2,2,2,1,2
2963.5262,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,1,10,1,1,1,1,3,1,1,2,2,1,2,1,1
2965.6357,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,2,3,3,1,2,2,2,2,2,1,10,1,1,1,2,4,1,2,2,2,1,1,1,2
2971.9836,4,2,3,1,2,1,0,2,1,1,1,1,1,1,1,3,2,2,1,1,4,3,1,2,2,1,2,2,1,3,1,1,1,2,4,2,1,2,2,2,1,1,2
2973.9754,4,3,1,1,3,2,0,4,1,1,1,2,2,1,2,3,2,2,1,2,4,4,1,2,2,2,2,2,2,20,1,1,1,2,3,1,2,1,2,2,2,2,2
3012.6056,2,2,2,2,1,1,0,4,1,1,1,3,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,12,1,1,1,2,4,1,2,2,2,2,2,1,2
3021.9951,1,2,2,2,1,1,1,4,1,1,1,4,2,1,1,3,2,2,1,2,4,3,1,2,2,1,2,2,2,18,1,1,2,1,4,2,2,2,2,2,1,1,1
3029.0087,4,4,4,4,2,2,0,4,2,1,1,4,2,1,1,3,2,2,1,2,4,3,2,2,1,2,2,2,2,20,2,1,1,2,4,1,2,2,1,2,1,2,2
3038.8312,1,1,1,1,1,1,0,4,1,1,1,1,2,1,1,3,2,1,2,2,4,4,2,2,2,2,2,2,2,12,1,1,1,2,4,1,2,2,2,2,2,1,1
3039.5223,3,1,3,3,1,1,0,3,1,1,2,18,1,1,2,3,2,2,1,2,4,3,2,2,2,2,2,2,2,12,1,1,2,1,4,1,3,2,2,1,2,2,2
3041.2691,4,4,4,3,2,3,0,4,2,1,1,4,2,1,1,3,2,2,2,2,3,3,1,1,2,2,2,2,2,12,2,1,1,2,4,1,1,1,1,2,2,2,2
3043.6431,3,3,3,3,1,1,0,3,2,1,1,1,2,1,1,3,2,2,2,2,4,4,1,2,2,2,2,2,2,23,1,1,1,2,4,1,2,2,2,1,1,1,2
3071.1099,1,1,1,3,1,1,0,1,2,1,1,2,2,1,2,2,2,2,1,2,4,4,1,2,2,2,2,2,2,12,2,1,1,2,4,1,2,1,1,2,1,2,2
3074.1907,3,4,4,4,2,1,0,4,2,1,2,18,1,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,1,10,1,1,1,2,4,2,1,2,1,2,1,2,1
3102.3943,2,2,2,4,1,1,0,2,1,1,1,27,1,1,1,3,2,2,1,2,3,3,1,2,2,2,2,2,2,18,1,1,1,2,4,2,2,1,2,2,1,2,2
3105.4877,1,1,1,1,1,1,0,3,1,1,2,3,2,1,1,2,2,2,2,2,3,3,1,2,2,1,2,2,2,24,2,1,2,1,4,1,2,1,1,2,1,2,2
3116.1333,2,1,3,4,2,2,0,3,2,1,1,22,1,1,2,3,2,2,1,2,4,4,1,2,2,2,1,2,1,15,1,1,1,1,4,1,2,1,1,2,2,2,2
3140.1601,4,2,2,4,2,2,0,4,1,1,1,19,1,2,2,3,1,1,2,2,4,4,1,2,2,2,2,2,2,12,1,1,1,2,4,2,2,2,2,2,1,1,1
3143.6298,3,2,1,4,1,3,1,4,1,1,1,23,2,2,2,3,2,2,1,1,3,3,1,2,2,2,1,2,2,16,1,2,1,2,4,2,1,2,2,2,2,1,2
3178.9219,4,3,4,4,3,3,0,4,2,1,2,18,1,1,1,3,2,2,1,2,3,1,1,1,2,2,2,2,2,12,1,2,2,2,4,2,2,2,2,2,2,2,1
3187.6816,4,3,3,3,1,2,0,3,1,1,2,23,2,2,2,3,2,2,1,2,3,4,2,2,2,2,2,2,1,16,1,1,1,2,3,1,1,1,1,2,1,2,2
3196.2790,3,1,1,3,3,1,0,3,1,1,1,11,2,1,1,3,1,2,1,1,3,3,1,1,2,2,2,2,1,12,1,1,1,1,4,1,2,2,1,2,2,1,2
3196.7795,4,3,4,4,1,2,0,4,2,1,2,3,2,1,1,3,2,2,1,2,4,4,2,2,2,2,2,2,2,12,1,1,1,1,4,1,1,1,1,2,2,1,2
3199.0506,4,1,1,2,1,1,0,4,2,1,1,4,2,1,1,3,1,1,1,2,3,4,1,2,2,1,2,2,1,12,1,1,2,2,4,1,2,2,2,2,2,2,1
3202.5767,4,1,1,1,1,1,0,3,1,1,1,3,2,1,1,3,2,2,2,2,3,3,2,2,2,2,2,2,1,12,1,1,1,2,4,2,2,1,2,1,1,1,2
